crop,farm_area,soil_type,irrigation,season,region,rainfall,temperature,soil_ph,soil_moisture,seed_cost,fertilizer_cost,pesticide_cost,labour_cost,irrigation_cost,machinery_cost,other_cost,previous_yield,farming_experience,yield_per_acre,expected_market_price,total_cost,total_yield,revenue,profit,profit_per_acre
Tomato,12.37,Clay,Yes,Zaid,East,451.5,27.0,7.75,60.6,789.47,4101.97,1892.25,4396.63,1790.14,2194.44,923.25,53.08,10,69.52,1634.23,199010.41549999997,859.9623999999999,1405376.3529519998,1206365.9374519999,97523.5196
Rice,9.22,Black,No,Rabi,North-East,1273.6,26.9,7.29,15.8,1997.34,4662.03,1569.34,5076.75,847.72,2374.7,848.79,15.23,0,16.49,2350.76,160212.8974,152.0378,357404.37872800004,197191.48132800005,21387.362400000005
Tomato,9.09,Alluvial,No,Zaid,North-East,687.6,21.1,6.77,43.1,827.54,3569.59,1108.45,5635.18,252.55,1712.48,1334.08,79.97,0,68.28,1468.93,131258.4183,620.6652,911713.7322360001,780455.3139360001,85858.67040000002
Groundnut,2.66,Alluvial,No,Kharif,West,575.5,25.3,5.87,30.0,1581.88,3211.21,1897.78,5448.13,143.87,1140.64,1191.16,9.32,13,11.51,5676.98,38875.0222,30.616600000000002,173809.82586799999,134934.80366799998,50727.369799999986
Maize,8.38,Black,Yes,Zaid,Central,858.3,29.5,5.8,42.3,1280.21,4463.19,2578.65,4475.78,1937.68,1669.55,927.83,23.16,5,24.39,1863.63,145249.6182,204.3882,380903.98116600007,235654.36296600007,28121.045700000006
Tomato,12.48,Loamy,No,Rabi,North-East,243.4,29.2,5.52,7.9,1767.48,2348.09,1128.48,5790.4,0.0,1896.67,1523.35,87.55,18,59.05,1522.73,180391.7856,736.944,1122166.73712,941774.9515199999,75462.73649999998
Groundnut,18.4,Black,No,Kharif,Central,749.0,19.7,8.56,38.1,1251.35,4143.14,2552.1,4350.14,577.4,1546.17,907.13,8.81,3,6.8,6851.0,282024.71199999994,125.11999999999999,857197.1199999999,575172.4079999999,31259.37
Wheat,8.93,Laterite,Yes,Rabi,Central,782.2,21.5,7.2,32.5,1262.52,3397.4,1669.73,3986.32,3207.31,2497.19,1182.02,17.13,13,16.26,2363.42,153618.2357,145.20180000000002,343172.83815600007,189554.60245600008,21226.71920000001
Wheat,7.13,Black,Yes,Kharif,Central,520.4,20.5,6.28,44.3,739.24,3035.73,2084.46,4131.28,2190.79,2416.4,268.79,15.0,23,22.13,2834.11,105999.4997,157.7869,447185.431159,341185.93145900004,47852.164300000004
Wheat,2.99,Sandy,No,Kharif,Central,203.8,17.6,6.62,27.0,1150.18,3941.77,1887.1,3142.11,563.34,2330.32,738.95,12.46,3,10.42,1844.3,41123.772300000004,31.155800000000003,57460.64194,16336.869639999997,5463.835999999998
Cotton,8.62,Red,Yes,Rabi,South,484.0,30.8,6.86,57.5,746.62,3725.73,2984.47,4009.54,1071.64,1715.13,1704.78,5.88,9,7.44,6104.4,137557.1842,64.1328,391492.26432,253935.08012000003,29458.826000000005
Maize,7.49,Clay,Yes,Zaid,Central,489.6,31.7,7.2,49.1,1461.38,3125.44,1541.18,4362.8,3237.37,3072.73,1144.45,23.48,2,17.89,1876.36,134410.6715,133.9961,251424.922196,117014.250696,15622.7304
Groundnut,13.17,Red,Yes,Kharif,Central,445.2,25.4,7.0,53.2,1306.87,2947.8,1468.6,4349.7,2732.19,2043.32,965.95,9.67,9,11.8,4688.66,208276.04310000004,155.406,728645.89596,520369.85286,39511.758
Wheat,2.47,Alluvial,No,Kharif,Central,530.4,22.8,5.61,12.8,1308.99,2587.88,1961.25,3650.54,1034.23,1420.2,722.58,17.96,7,12.16,1963.34,31333.604900000002,30.035200000000003,58969.309568000004,27635.704668000002,11188.5444
Cotton,4.08,Red,Yes,Zaid,South,709.1,22.7,6.43,25.8,1178.22,2684.66,1685.61,3980.91,2265.39,1419.1,1039.75,4.54,0,7.16,6813.43,58154.8512,29.2128,199039.367904,140884.516704,34530.5188
Rice,7.35,Alluvial,Yes,Kharif,North,579.6,34.5,6.75,23.9,1081.25,2277.97,1930.71,5520.92,2784.75,1947.92,1101.99,15.81,4,15.53,1874.65,122344.49850000002,114.14549999999998,213982.861575,91638.36307499997,12467.804499999997
Cotton,18.49,Sandy,No,Zaid,North-East,1125.2,25.9,6.91,40.5,1591.81,2813.47,1718.19,4539.84,364.09,2944.01,1105.97,6.57,3,4.51,7065.91,278780.75619999995,83.38989999999998,589225.5283089998,310444.7721089999,16789.874099999997
Potato,11.7,Red,No,Rabi,North,507.2,12.9,5.69,18.3,905.7,4574.55,1676.28,4255.32,15.37,1589.71,390.52,63.49,7,57.1,1252.31,156867.165,668.0699999999999,836630.7416999999,679763.5766999999,58099.450999999994
Cotton,19.65,Laterite,Yes,Rabi,North,718.5,25.8,4.94,75.1,3019.28,3668.3,1672.76,4814.69,2520.31,2594.63,1313.63,5.98,1,6.04,6569.98,385210.73999999993,118.68599999999999,779764.6462799999,394553.90627999994,20079.079199999996
Cotton,15.67,Black,Yes,Kharif,South,810.7,22.0,6.02,63.3,1449.7,3196.25,2102.32,5045.89,2652.15,3280.89,767.66,8.06,9,7.79,5782.73,289814.4562,122.0693,705893.8031889999,416079.34698899987,26552.606699999993
Groundnut,15.69,Laterite,Yes,Zaid,West,426.5,15.2,7.04,48.9,1580.82,3187.83,1354.31,4858.62,2391.59,1868.24,711.95,10.98,12,7.84,6369.9,250308.21839999998,123.00959999999999,783558.8510399999,533250.6326399999,33986.65599999999
Cotton,2.57,Alluvial,Yes,Zaid,East,1219.7,38.7,5.94,41.4,1695.77,2750.47,1642.16,5318.83,3090.7,2401.25,1204.1,6.19,10,3.83,7217.61,46525.429599999996,9.8431,71043.656991,24518.227391,9540.1663
Maize,15.24,Alluvial,Yes,Rabi,North,1152.6,36.9,7.74,31.2,960.36,3489.49,2203.0,3467.09,2086.24,1844.22,1474.52,23.07,16,13.97,2319.26,236599.78079999998,212.9028,493776.94792800007,257177.1671280001,16875.142200000006
Potato,12.49,Sandy,Yes,Kharif,South,403.0,10.2,6.82,52.9,1939.38,2691.94,1988.56,3545.24,2061.67,1932.42,638.3,62.01,13,51.45,1278.94,184820.8999,642.6105,821860.27287,637039.37297,51003.953
Potato,8.98,Black,No,Zaid,West,464.0,18.2,4.85,44.6,2351.58,3788.75,1531.49,4241.29,190.25,1071.16,100.0,71.88,4,58.57,1096.53,119205.18960000001,525.9586,576729.383658,457524.194058,50949.242099999996
Maize,5.31,Loamy,Yes,Zaid,Central,594.9,30.2,5.86,39.7,1479.84,3728.78,2094.76,4603.06,2055.4,3220.78,732.69,24.29,16,23.82,1989.36,95130.29609999998,126.48419999999999,251622.60811199996,156492.31201199998,29471.245199999998
Tomato,18.16,Black,Yes,Zaid,West,654.7,21.7,6.5,36.1,1996.97,4598.79,1047.05,3573.79,2264.45,2189.0,974.29,80.23,0,92.2,1424.77,302261.2144,1674.352,2385566.49904,2083305.2846400002,114719.45400000001
Wheat,18.02,Laterite,No,Kharif,North,646.4,19.8,8.1,30.2,2195.49,4539.49,1519.2,4880.18,336.34,1859.75,798.85,15.52,1,11.04,2324.92,290649.98600000003,198.94079999999997,462521.4447359999,171871.45873599988,9537.816799999993
Cotton,14.4,Clay,Yes,Kharif,North,536.6,24.6,7.73,64.6,1587.46,2720.98,1625.55,3203.65,2282.26,1833.97,708.69,7.02,3,6.71,7941.03,201060.86400000003,96.624,767294.08272,566233.2187199999,39321.75129999999
Rice,8.3,Clay,No,Kharif,East,899.6,26.0,7.21,29.7,1743.2,3378.94,1610.04,4463.18,867.79,3578.82,118.0,18.34,4,15.63,1937.83,130807.75100000002,129.729,251392.74807000003,120584.99707000001,14528.3129
Sugarcane,12.98,Sandy,Yes,Rabi,West,2133.0,18.0,6.69,49.6,2339.59,2350.22,2252.3,4518.1,2071.83,1354.67,1092.97,232.45,17,237.14,366.67,207416.24639999997,3078.0771999999997,1128638.566924,921222.320524,70972.4438
Cotton,16.99,Black,Yes,Rabi,East,542.0,26.3,6.49,49.1,1833.72,2814.44,1480.72,5180.92,2287.63,1567.95,878.37,7.25,8,7.84,6619.81,272583.3125,133.20159999999998,881769.283696,609185.971196,35855.5604
Tomato,1.59,Laterite,No,Kharif,North-East,747.1,16.3,5.71,22.1,2181.68,3505.34,770.4,5040.26,524.06,2193.93,1157.44,62.58,9,48.04,1632.12,24443.2449,76.3836,124667.20123199999,100223.95633199999,63033.93479999999
Groundnut,7.26,Black,Yes,Zaid,North-East,745.8,20.5,4.41,29.3,1260.07,4654.28,1523.8,4737.76,2091.34,2419.28,941.76,6.94,0,8.5,5913.5,127981.38539999997,61.71,364922.085,236940.69960000005,32636.460000000006
Groundnut,9.7,Red,No,Zaid,West,898.6,28.4,6.6,48.6,2551.32,3947.58,281.58,4691.0,199.15,1444.4,1351.81,9.58,12,9.18,7029.08,140328.34799999997,89.04599999999999,625911.45768,485583.10968,50060.114400000006
Potato,3.21,Loamy,Yes,Zaid,East,435.8,19.6,6.91,56.0,820.16,2361.06,2010.59,5394.15,2252.27,2044.45,1218.85,63.57,6,63.95,1221.24,51685.9113,205.2795,250695.53658,199009.62528,61996.768000000004
Tomato,13.6,Clay,Yes,Kharif,North-East,969.1,21.8,6.8,68.1,1524.68,2641.78,1219.4,4347.99,2262.36,2962.24,788.06,60.64,4,64.71,1669.92,214152.536,880.0559999999999,1469623.11552,1255470.57952,92314.0132
Tomato,8.18,Red,Yes,Rabi,South,256.6,19.0,6.09,65.7,1134.26,4030.68,2303.2,5341.39,1840.09,1493.27,1619.43,85.41,13,78.92,1534.43,145295.7776,645.5656,990575.2236080001,845279.446008,103334.8956
Potato,4.62,Sandy,Yes,Kharif,West,481.0,17.5,5.51,18.5,968.6,3137.88,2360.73,3209.08,2141.79,1096.84,1180.3,58.17,0,85.97,1175.95,65119.91640000001,397.1814,467065.46733,401945.55093,87001.20150000001
Groundnut,17.08,Red,Yes,Zaid,North,746.0,31.7,5.71,36.6,1507.7,3836.79,1515.95,4800.1,1890.0,2722.48,332.99,7.91,0,10.12,6348.35,283630.6508,172.84959999999998,1097309.75816,813679.10736,47639.29200000001
Potato,14.89,Red,Yes,Zaid,East,745.8,18.1,5.92,34.4,645.23,5026.11,1114.76,3939.88,2325.78,3288.79,928.29,61.9,7,71.47,1362.39,257133.0276,1064.1883,1449839.4980370002,1192706.4704370003,80101.17330000001
Tomato,1.36,Laterite,Yes,Kharif,North-East,425.9,25.4,6.27,53.2,1302.05,3148.97,1336.07,4025.37,2451.83,2131.04,1254.05,73.65,2,84.24,1528.47,21283.156799999997,114.5664,175111.30540800001,153828.14860800002,113108.93280000001
Wheat,7.89,Alluvial,Yes,Rabi,South,587.9,19.2,6.99,35.5,1823.66,3193.95,1947.01,5025.26,3417.41,1770.35,874.07,16.83,13,20.64,2160.99,142427.9919,162.8496,351916.357104,209488.365204,26551.123600000003
Sugarcane,10.0,Clay,No,Kharif,North,1452.5,30.1,6.87,18.0,2733.8,2752.76,1225.95,5482.27,641.14,2291.45,925.48,261.9,13,278.26,372.24,160528.5,2782.6,1035795.024,875266.524,87526.65239999999
Cotton,16.59,Sandy,Yes,Kharif,North,616.5,25.7,7.58,33.3,968.44,3860.52,2565.96,4743.34,3127.51,1596.22,1659.09,6.94,4,7.63,5509.72,307264.7172,126.5817,697429.7241240001,390165.00692400004,23518.0836
Maize,14.97,Loamy,No,Zaid,North,895.3,23.6,6.97,21.1,2269.87,3570.35,1713.32,3906.82,1095.74,1871.77,946.79,22.8,12,20.01,1848.31,230158.6602,299.54970000000003,553660.7060070001,323502.045807,21610.0231
Potato,18.08,Loamy,Yes,Kharif,Central,820.2,18.5,5.94,41.2,1922.53,2440.57,1837.48,4442.61,2777.84,2726.74,861.0,76.6,6,72.94,1469.58,307518.5615999999,1318.7551999999998,1938016.2668159998,1630497.7052159999,90182.3952
Sugarcane,14.96,Black,No,Kharif,South,1827.4,28.5,6.73,45.1,2103.19,3619.41,1001.7,4631.31,613.84,1912.7,930.1,257.74,4,294.96,320.27,221591.26000000004,4412.6016,1413223.914432,1191632.654432,79654.58919999999
Potato,14.95,Laterite,Yes,Rabi,Central,518.0,22.1,4.71,24.6,734.22,3492.15,1514.16,4387.32,3143.36,983.89,1071.06,60.47,16,82.68,1381.4,229126.09199999995,1236.066,1707501.5724000002,1478375.4804000002,98887.99200000003
Tomato,7.7,Loamy,Yes,Zaid,West,819.1,19.1,6.97,43.5,1767.35,3692.83,1212.15,4038.76,2688.57,1826.57,1119.26,70.03,13,94.36,1378.71,125860.273,726.572,1001732.08212,875871.80912,113749.58559999999
Sugarcane,11.93,Alluvial,Yes,Kharif,East,1120.0,30.9,6.09,28.7,2631.43,3635.54,1346.47,3456.86,3067.25,2403.16,1100.41,237.56,5,374.96,322.88,210458.5616,4473.2728,1444330.321664,1233871.760064,103425.9648
Maize,17.89,Black,Yes,Zaid,North,1181.3,28.9,5.39,51.2,1320.53,3267.3,1877.76,3252.04,1723.99,2092.46,1352.23,21.71,5,16.54,2215.57,266316.0859,295.9006,655588.492342,389272.406442,21759.2178
Wheat,9.81,Clay,Yes,Rabi,South,437.9,20.5,4.94,61.0,2321.5,3179.61,1976.42,3357.09,2992.45,2731.15,743.07,17.08,12,16.78,2727.4,169725.65490000002,164.61180000000002,448962.22332000005,279236.56842,28464.482
Potato,18.0,Red,Yes,Kharif,North-East,304.7,21.5,7.11,46.4,1146.8,2946.86,1381.19,4260.47,2468.06,1340.3,962.76,60.47,6,46.61,1301.19,261115.91999999998,838.98,1091672.3862,830556.4662000001,46142.02590000001
Wheat,17.52,Red,No,Zaid,Central,720.4,27.8,5.59,27.0,1946.75,3623.03,1406.0,5524.82,0.0,1839.63,899.04,15.44,5,9.23,2372.28,266992.0104,161.7096,383620.44988800003,116628.439488,6656.874400000001
Rice,16.22,Clay,Yes,Zaid,North-East,1093.3,23.3,6.29,52.1,1724.49,3579.62,1982.22,4453.86,2200.12,2894.85,1081.51,19.32,2,21.43,2263.93,290608.3873999999,347.59459999999996,786929.8427779998,496321.4553779999,30599.349899999997
Cotton,12.91,Black,Yes,Rabi,West,1280.7,21.1,7.85,41.4,1485.69,5295.04,2150.07,5557.51,2072.45,1434.22,785.94,5.68,1,4.74,5276.17,242461.67719999998,61.193400000000004,322866.78127800004,80405.10407800006,6228.125800000004
Wheat,19.62,Alluvial,No,Kharif,East,923.4,12.1,7.77,28.9,2093.09,3599.55,2084.06,4673.32,160.45,2209.43,762.4,14.67,23,9.65,2420.24,305724.726,189.33300000000003,458231.29992,152506.57392,7773.016
Rice,6.52,Laterite,No,Rabi,Central,1314.2,21.1,6.55,26.0,1609.96,2750.06,1830.56,4756.87,693.42,2038.58,787.1,13.14,8,15.01,2301.3,94321.906,97.86519999999999,225217.18475999997,130895.27875999997,20075.962999999996
Rice,19.89,Loamy,No,Zaid,East,1274.8,20.6,4.86,31.0,1463.74,2841.84,2593.89,5274.42,434.44,1190.93,1146.59,13.24,6,13.73,2295.74,297272.95650000003,273.0897,626942.947878,329669.99137799995,16574.6602
Tomato,14.59,Sandy,Yes,Zaid,North,195.6,24.7,7.47,31.9,1976.05,4441.77,1949.73,5850.43,2384.01,1717.09,1040.72,72.85,0,62.92,1601.21,282459.482,918.0028,1469915.263388,1187455.781388,81388.3332
Wheat,17.7,Sandy,Yes,Kharif,South,733.3,22.7,8.36,38.8,941.77,2807.05,1367.08,4622.39,3458.73,1915.68,772.55,16.39,14,15.45,2247.88,281168.925,273.465,614716.5042,333547.5792,18844.496
Wheat,1.79,Loamy,Yes,Kharif,West,534.1,12.9,6.84,29.7,1477.76,4007.42,1496.16,4670.37,1808.11,1561.19,1075.58,12.71,10,15.61,2671.85,28812.8961,27.9419,74656.565515,45843.669415,25610.988499999996
Groundnut,9.84,Red,Yes,Rabi,East,701.6,23.7,5.43,40.6,776.49,4125.21,981.16,4449.86,3696.71,1042.93,999.53,7.54,0,11.83,6728.23,158147.3976,116.4072,783214.415256,625067.017656,63523.0709
Wheat,5.48,Laterite,Yes,Zaid,North-East,387.5,26.2,7.23,45.0,1595.55,3234.9,1443.24,3881.12,2043.84,1903.2,1152.87,12.91,11,13.26,2350.67,83595.86560000002,72.6648,170810.965416,87215.09981599997,15915.164199999994
Rice,14.6,Clay,No,Zaid,South,692.1,21.1,5.66,35.7,2090.86,3204.32,1489.05,5515.07,1131.66,2321.27,633.74,21.72,0,14.06,2280.33,239235.162,205.276,468097.02108000003,228861.85908000002,15675.469800000003
Groundnut,9.88,Sandy,Yes,Kharif,West,364.5,14.1,6.35,63.3,1262.21,2780.46,1890.13,4361.01,2535.11,1462.25,942.85,10.05,8,8.18,5292.42,150512.11760000003,80.8184,427724.916528,277212.7989279999,28057.97559999999
Sugarcane,12.5,Sandy,No,Kharif,North,758.4,12.4,7.43,12.2,2246.94,2635.82,1811.69,5852.75,179.39,1454.75,958.3,341.52,3,105.39,403.89,189245.5,1317.375,532074.58875,342829.08875,27426.3271
Sugarcane,12.7,Red,No,Kharif,West,1486.2,16.4,6.01,17.5,1809.84,5184.0,1249.75,4421.76,0.0,1409.64,1240.23,234.66,6,225.95,328.4,194503.294,2869.5649999999996,942365.1459999998,747861.8519999998,58886.75999999999
Tomato,7.26,Clay,Yes,Zaid,North,114.9,21.2,6.11,44.5,1560.72,4737.78,2245.44,3912.59,1877.27,1714.32,1015.37,60.2,11,70.75,1324.22,123880.93740000001,513.645,680178.9819,556298.0445,76625.075
Cotton,4.3,Laterite,Yes,Rabi,North,708.1,23.8,7.03,56.5,1681.12,2373.77,1529.19,4429.52,2485.48,1759.61,1029.39,7.46,9,6.77,7486.38,65738.74399999999,29.110999999999997,217936.00817999998,152197.26418,35394.7126
Rice,0.95,Red,Yes,Kharif,Central,559.1,16.6,6.49,60.5,1993.87,3236.74,1925.12,6075.62,2856.95,1912.58,810.73,15.82,2,12.61,2454.57,17871.029499999997,11.979499999999998,29404.521314999998,11533.491815000001,12140.517700000002
Wheat,18.65,Sandy,Yes,Rabi,East,435.8,15.4,7.29,36.9,1272.73,4476.65,2476.94,5998.99,1944.27,1836.83,1316.49,14.43,3,16.05,2052.04,360372.085,299.3325,614242.2633,253870.17829999997,13612.341999999999
Sugarcane,4.58,Loamy,Yes,Zaid,South,1318.4,32.0,7.27,48.0,3648.56,3293.01,2823.62,3613.35,2451.96,2433.75,204.85,252.04,15,366.19,393.29,84588.47799999999,1677.1502,659606.402158,575017.924158,125549.7651
Groundnut,14.82,Loamy,Yes,Rabi,East,409.7,25.9,6.9,58.0,949.26,5169.23,1617.36,3849.08,2894.6,1858.93,1339.58,6.26,19,11.42,6831.46,261988.5528,169.2444,1156186.348824,894197.796024,60337.2332
Groundnut,11.07,Sandy,Yes,Zaid,North-East,492.8,25.9,6.17,42.8,1450.43,3680.1,1880.97,4442.65,2373.92,2351.57,811.98,11.4,9,12.62,6649.62,188097.2334,139.7034,928974.5227079999,740877.2893079999,66926.58439999999
Wheat,8.84,Loamy,Yes,Zaid,East,702.3,30.5,5.86,51.1,944.76,2850.9,1620.91,5347.05,3275.87,1925.97,901.32,16.85,5,12.08,2101.1,149102.3352,106.7872,224370.58591999998,75268.25071999998,8514.507999999998
Maize,8.65,Laterite,No,Zaid,Central,562.9,17.3,6.17,19.2,1665.78,3939.06,3048.33,3555.52,991.33,3357.18,1118.53,17.61,16,17.05,2091.5,152895.0645,147.48250000000002,308459.64875000005,155564.58425000004,17984.345000000005
Sugarcane,14.29,Alluvial,Yes,Kharif,West,1277.4,33.6,6.66,48.1,3097.23,2197.26,1904.03,3626.98,3130.32,1328.84,1341.9,339.0,13,371.67,337.0,237593.5424,5311.1642999999995,1789862.3690999998,1552268.8266999999,108626.23
Maize,14.6,Clay,Yes,Zaid,East,707.1,17.0,6.34,23.9,647.14,2868.69,1677.15,4917.71,2573.67,1186.73,1448.86,23.34,9,16.51,2098.43,223671.27,241.04600000000002,505818.15778,282146.88778,19325.1293
Wheat,12.54,Clay,No,Rabi,West,433.0,18.2,7.42,40.0,1875.4,3727.65,2016.63,4601.65,698.83,1485.86,823.33,12.99,1,15.54,2840.29,190976.049,194.87159999999997,553491.8567639999,362515.8077639999,28908.756599999993
Potato,14.29,Red,Yes,Kharif,West,481.8,8.2,7.09,56.6,929.39,4485.91,1510.3,4098.71,1650.48,2862.63,1273.53,70.85,7,46.8,1284.19,240228.4755,668.7719999999999,858830.31468,618601.8391799999,43289.14199999999
Sugarcane,14.85,Black,Yes,Kharif,West,1256.2,19.5,7.39,15.4,2665.61,3515.21,1772.83,4244.47,3143.06,2435.1,797.79,277.57,6,292.38,409.9,275824.9395,4341.843,1779721.4456999998,1503896.5061999997,101272.49199999998
Maize,11.22,Alluvial,Yes,Zaid,Central,1345.2,33.1,5.28,45.9,1143.03,3617.33,1360.74,4557.24,2173.11,2424.75,1402.27,24.17,10,15.3,2056.84,187132.43340000004,171.66600000000003,353089.4954400001,165957.06204000005,14791.182000000004
Tomato,7.03,Laterite,Yes,Rabi,South,616.2,31.3,5.67,37.3,1259.42,4127.17,1738.4,6028.77,2930.35,3000.22,1330.23,80.62,4,72.86,1392.57,143514.3568,512.2058000000001,713282.4309060001,569768.0741060001,81048.09020000002
Maize,9.88,Loamy,Yes,Zaid,North,852.2,26.1,6.46,37.5,896.22,2894.84,2233.28,3683.74,2732.0,2008.61,1037.32,18.07,0,24.08,1994.27,153001.7788,237.9104,474457.573408,321455.79460799997,32536.011599999994
Rice,8.81,Loamy,No,Zaid,North,1096.2,28.7,6.8,40.4,1134.63,3154.21,1372.32,5509.87,1383.02,2376.41,991.96,17.09,28,18.51,2101.44,140276.5202,163.0731,342688.33526400005,202411.81506400005,22975.234400000005
Wheat,1.64,Loamy,No,Zaid,North,570.3,21.7,6.14,40.9,1724.25,4128.52,2199.88,4394.2,1364.1,2838.45,1248.71,13.3,4,16.26,1937.41,29352.9004,26.6664,51663.750024,22310.849624000002,13604.176600000003
Wheat,17.47,Alluvial,No,Zaid,North,477.2,22.3,6.69,25.3,1370.27,3905.05,2071.83,3656.35,0.0,1270.07,836.64,12.6,7,14.57,2268.67,229035.36869999996,254.53789999999998,577462.497593,348427.12889299996,19944.3119
Maize,3.6,Sandy,Yes,Kharif,West,1065.3,30.3,7.2,37.3,1500.66,1786.62,998.44,5433.75,2967.11,2126.84,1835.01,26.58,8,18.94,2290.48,59934.348000000005,68.18400000000001,156174.08832000004,96239.74032000004,26733.26120000001
Tomato,12.31,Clay,No,Rabi,North-East,316.3,22.6,6.8,52.8,1383.77,4012.34,821.55,3481.55,765.15,3302.02,825.4,76.48,12,71.42,1310.87,179624.81180000002,879.1802,1152490.948774,972866.1369739999,79030.55539999998
Sugarcane,6.55,Black,No,Rabi,North,566.0,20.2,5.12,19.6,2470.88,3979.53,2357.4,5103.61,0.0,1569.31,844.93,175.89,7,135.4,389.66,106933.07299999999,886.87,345577.76420000003,238644.69120000006,36434.30400000001
Sugarcane,8.96,Laterite,Yes,Zaid,East,1061.6,29.0,5.72,65.3,2481.16,2631.0,2411.47,6380.45,1874.06,1693.73,1054.42,321.34,11,284.2,410.21,165995.55840000004,2546.4320000000002,1044571.87072,878576.31232,98055.39199999999
Rice,8.13,Clay,Yes,Kharif,North-East,1058.6,19.4,5.65,44.9,889.64,3225.95,1514.56,4419.52,3453.57,2403.49,1101.9,14.61,5,19.99,2218.41,138280.16190000004,162.5187,360533.109267,222252.94736699996,27337.385899999994
Groundnut,3.75,Loamy,Yes,Kharif,West,804.0,19.3,6.42,59.2,1412.2,4286.07,1068.96,5546.71,2541.77,1103.54,1193.04,6.73,4,9.21,5864.62,64321.0875,34.5375,202549.31325,138228.22575,36860.8602
Cotton,2.33,Black,Yes,Zaid,North-East,367.8,29.8,7.38,58.1,1130.45,3444.91,1300.97,4275.61,2829.62,2552.64,680.92,6.17,12,7.08,5413.08,37781.22959999999,16.4964,89296.33291200001,51515.10331200002,22109.48640000001
Cotton,4.64,Sandy,Yes,Rabi,North-East,901.5,27.7,6.84,59.2,1566.11,4294.8,2695.85,4867.2,2271.69,2160.49,667.96,7.92,4,7.14,6376.54,85951.824,33.129599999999996,211252.21958399998,125300.39558399998,27004.3956
Rice,3.98,Black,No,Rabi,North-East,1295.2,27.5,5.71,32.9,1345.62,3091.48,1152.86,4667.13,69.1,1647.7,1201.56,21.09,8,16.16,2575.74,52438.291000000005,64.3168,165663.354432,113225.063432,28448.5084
Potato,19.92,Clay,Yes,Rabi,North,545.9,20.1,6.25,39.2,988.1,2542.45,1547.64,3534.22,2784.82,2862.24,1149.22,46.74,3,66.08,1270.19,306941.1048,1316.3136000000002,1671968.3715840003,1365027.2667840002,68525.4652
Maize,16.17,Alluvial,Yes,Zaid,North-East,531.5,35.2,4.3,36.7,1183.25,3075.5,2199.33,5231.32,2305.47,1765.05,1334.13,18.4,13,18.54,1877.97,276410.7885,299.7918,563000.0066460001,286589.21814600006,17723.5138
Groundnut,17.57,Laterite,Yes,Zaid,West,651.8,29.0,4.64,57.6,1889.87,3128.25,1468.92,6284.42,2645.87,1860.75,862.53,10.26,13,8.65,5776.31,318730.51769999997,151.9805,877886.4819550001,559155.9642550001,31824.471500000007
Tomato,16.87,Clay,Yes,Zaid,East,695.5,26.3,5.68,47.7,1551.66,3260.08,1268.12,4289.93,2178.88,1398.61,899.24,61.57,12,86.56,1434.66,250460.79240000006,1460.2672000000002,2094986.9411520003,1844526.1487520002,109337.6496
Potato,15.69,Laterite,Yes,Zaid,East,256.9,18.4,5.67,41.7,1221.94,4241.04,1831.19,3427.61,2580.87,2517.69,340.72,78.29,0,64.27,1239.44,253567.0314,1008.3962999999999,1249846.7100719998,996279.6786719998,63497.748799999994
Potato,8.9,Loamy,Yes,Rabi,North-East,342.9,25.3,5.12,40.2,1512.31,3908.49,1757.88,4522.75,1768.35,406.97,922.46,77.11,12,71.33,1147.03,131712.969,634.837,728177.0841099999,596464.1151099999,67018.43989999998
Sugarcane,2.25,Loamy,No,Kharif,North,1424.4,28.7,6.02,22.6,2777.29,3318.96,1510.68,3845.41,0.0,2281.68,1155.88,225.74,0,246.82,334.06,33502.275,555.345,185518.55070000002,152016.27570000003,67562.78920000001
